emission_id,shipment_id,co2_kg,fuel_consumption_l,reduction_vs_road_kg,sustainability_score
34687,34687,53.95,20.13,21.58,0.68
34688,34688,339.21,126.57,135.68,0.82
34689,34689,47.33,17.66,18.93,0.82
34690,34690,308.52,115.12,123.41,0.71
34691,34691,42.26,15.77,16.9,0.92
34692,34692,246.53,91.99,98.61,0.8
34693,34693,46.23,17.25,18.49,0.84
34694,34694,149.06,55.62,59.62,0.67
34695,34695,310.5,115.86,124.2,0.86
34696,34696,271.16,101.18,108.46,0.69
34697,34697,335.38,125.14,134.15,0.77
34698,34698,596.86,222.71,238.74,0.84
34699,34699,234.82,87.62,93.93,0.62
34700,34700,43.82,16.35,17.53,0.8
34701,34701,159.67,59.58,63.87,0.74
34702,34702,26.93,10.05,10.77,0.82
34703,34703,64.43,24.04,25.77,0.61
34704,34704,23.96,8.94,9.58,0.73
34705,34705,321.25,119.87,128.5,0.84
34706,34706,138.45,51.66,55.38,0.89
34707,34707,541.2,201.94,216.48,0.73
34708,34708,24.76,9.24,9.9,0.65
34709,34709,132.47,49.43,52.99,0.8
34710,34710,160.99,60.07,64.4,0.74
34711,34711,152.22,56.8,60.89,0.82
34712,34712,269.96,100.73,107.98,0.63
34713,34713,437.46,163.23,174.98,0.91
34714,34714,37.33,13.93,14.93,0.66
34715,34715,104.2,38.88,41.68,0.74
34716,34716,209.87,78.31,83.95,0.66
34717,34717,109.83,40.98,43.93,0.65
34718,34718,110.09,41.08,44.04,0.95
34719,34719,210.11,78.4,84.04,0.8
34720,34720,9.73,3.63,3.89,0.76
34721,34721,122.37,45.66,48.95,0.83
34722,34722,79.33,29.6,31.73,0.88
34723,34723,47.95,17.89,19.18,0.93
34724,34724,184.25,68.75,73.7,0.84
34725,34725,89.38,33.35,35.75,0.9
34726,34726,318.76,118.94,127.5,0.89
34727,34727,163.75,61.1,65.5,0.84
34728,34728,4.15,1.55,1.66,0.69
34729,34729,172.99,64.55,69.2,0.79
34730,34730,161.68,60.33,64.67,0.69
34731,34731,464.04,173.15,185.62,0.9
34732,34732,55.85,20.84,22.34,0.6
34733,34733,296.43,110.61,118.57,0.6
34734,34734,412.37,153.87,164.95,0.62
34735,34735,113.2,42.24,45.28,0.88
34736,34736,73.14,27.29,29.26,0.73
34737,34737,11.2,4.18,4.48,0.88
34738,34738,330.31,123.25,132.12,0.84
34739,34739,185.59,69.25,74.24,0.78
34740,34740,238.55,89.01,95.42,0.65
34741,34741,111.27,41.52,44.51,0.89
34742,34742,229.78,85.74,91.91,0.89
34743,34743,35.54,13.26,14.22,0.65
34744,34744,86.97,32.45,34.79,0.83
34745,34745,188.27,70.25,75.31,0.61
34746,34746,90.16,33.64,36.06,0.67
34747,34747,176.29,65.78,70.52,0.73
34748,34748,690.02,257.47,276.01,0.76
34749,34749,127.33,47.51,50.93,0.75
34750,34750,118.16,44.09,47.26,0.64
34751,34751,160.88,60.03,64.35,0.66
34752,34752,190.6,71.12,76.24,0.8
34753,34753,266.61,99.48,106.64,0.93
34754,34754,412.1,153.77,164.84,0.81
34755,34755,487.65,181.96,195.06,0.74
34756,34756,131.4,49.03,52.56,0.79
34757,34757,118.4,44.18,47.36,0.86
34758,34758,139.65,52.11,55.86,0.74
34759,34759,78.74,29.38,31.5,0.75
34760,34760,175.62,65.53,70.25,0.66
34761,34761,224.02,83.59,89.61,0.61
34762,34762,391.84,146.21,156.74,0.86
34763,34763,264.81,98.81,105.92,0.85
34764,34764,279.82,104.41,111.93,0.88
34765,34765,152.49,56.9,61.0,0.7
34766,34766,773.72,288.7,309.49,0.89
34767,34767,100.77,37.6,40.31,0.83
34768,34768,186.1,69.44,74.44,0.72
34769,34769,105.65,39.42,42.26,0.87
34770,34770,37.36,13.94,14.94,0.69
34771,34771,113.12,42.21,45.25,0.73
34772,34772,199.47,74.43,79.79,0.86
34773,34773,354.0,132.09,141.6,0.86
34774,34774,173.88,64.88,69.55,0.76
34775,34775,153.51,57.28,61.4,0.84
34776,34776,260.31,97.13,104.12,0.89
34777,34777,418.43,156.13,167.37,0.94
34778,34778,289.28,107.94,115.71,0.91
34779,34779,333.58,124.47,133.43,0.86
34780,34780,55.61,20.75,22.24,0.61
34781,34781,280.33,104.6,112.13,0.66
34782,34782,250.87,93.61,100.35,0.87
34783,34783,327.42,122.17,130.97,0.73
34784,34784,396.91,148.1,158.76,0.85
34785,34785,329.32,122.88,131.73,0.61
34786,34786,5.39,2.01,2.16,0.88
34787,34787,72.79,27.16,29.12,0.94
34788,34788,108.43,40.46,43.37,0.85
34789,34789,316.53,118.11,126.61,0.81
34790,34790,66.14,24.68,26.46,0.9
34791,34791,135.55,50.58,54.22,0.82
34792,34792,97.9,36.53,39.16,0.73
34793,34793,261.51,97.58,104.6,0.74
34794,34794,57.06,21.29,22.82,0.89
34795,34795,247.04,92.18,98.82,0.89
34796,34796,3.27,1.22,1.31,0.65
34797,34797,22.67,8.46,9.07,0.81
34798,34798,417.52,155.79,167.01,0.63
34799,34799,193.55,72.22,77.42,0.74
34800,34800,95.84,35.76,38.34,0.94
34801,34801,156.49,58.39,62.6,0.63
34802,34802,89.06,33.23,35.62,0.87
34803,34803,82.7,30.86,33.08,0.74
34804,34804,211.08,78.76,84.43,0.62
34805,34805,102.24,38.15,40.9,0.62
34806,34806,97.26,36.29,38.9,0.94
34807,34807,6.57,2.45,2.63,0.92
34808,34808,260.9,97.35,104.36,0.91
34809,34809,281.43,105.01,112.57,0.76
34810,34810,89.99,33.58,36.0,0.82
34811,34811,215.2,80.3,86.08,0.61
34812,34812,137.46,51.29,54.98,0.71
34813,34813,7.45,2.78,2.98,0.95
34814,34814,41.49,15.48,16.6,0.9
34815,34815,3.67,1.37,1.47,0.67
34816,34816,142.23,53.07,56.89,0.76
34817,34817,18.01,6.72,7.2,0.9
34818,34818,283.03,105.61,113.21,0.69
34819,34819,717.57,267.75,287.03,0.78
34820,34820,153.67,57.34,61.47,0.69
34821,34821,163.16,60.88,65.26,0.82
34822,34822,267.38,99.77,106.95,0.68
34823,34823,159.59,59.55,63.84,0.62
34824,34824,17.5,6.53,7.0,0.92
34825,34825,371.5,138.62,148.6,0.83
34826,34826,14.95,5.58,5.98,0.65
34827,34827,288.72,107.73,115.49,0.73
34828,34828,323.66,120.77,129.46,0.88
34829,34829,34.55,12.89,13.82,0.71
34830,34830,63.19,23.58,25.28,0.81
34831,34831,58.13,21.69,23.25,0.89
34832,34832,51.72,19.3,20.69,0.76
34833,34833,235.06,87.71,94.02,0.94
34834,34834,193.79,72.31,77.52,0.82
34835,34835,534.1,199.29,213.64,0.68
34836,34836,30.79,11.49,12.32,0.94
34837,34837,348.0,129.85,139.2,0.89
34838,34838,196.44,73.3,78.58,0.85
34839,34839,130.3,48.62,52.12,0.75
34840,34840,183.02,68.29,73.21,0.79
34841,34841,1.07,0.4,0.43,0.6
34842,34842,67.11,25.04,26.84,0.65
34843,34843,95.76,35.73,38.3,0.75
34844,34844,55.64,20.76,22.26,0.77
34845,34845,106.07,39.58,42.43,0.85
34846,34846,28.84,10.76,11.54,0.83
34847,34847,138.61,51.72,55.44,0.9
34848,34848,269.34,100.5,107.74,0.68
34849,34849,35.99,13.43,14.4,0.86
34850,34850,139.55,52.07,55.82,0.73
34851,34851,118.43,44.19,47.37,0.77
34852,34852,302.49,112.87,121.0,0.92
34853,34853,170.07,63.46,68.03,0.76
34854,34854,147.11,54.89,58.84,0.64
34855,34855,63.27,23.61,25.31,0.81
34856,34856,201.59,75.22,80.64,0.86
34857,34857,63.94,23.86,25.58,0.75
34858,34858,244.79,91.34,97.92,0.94
34859,34859,89.91,33.55,35.96,0.75
34860,34860,202.69,75.63,81.08,0.68
34861,34861,34.84,13.0,13.94,0.83
34862,34862,57.06,21.29,22.82,0.94
34863,34863,32.32,12.06,12.93,0.7
34864,34864,206.6,77.09,82.64,0.62
34865,34865,100.98,37.68,40.39,0.82
34866,34866,2.52,0.94,1.01,0.69
34867,34867,23.56,8.79,9.42,0.83
34868,34868,62.85,23.45,25.14,0.65
34869,34869,164.98,61.56,65.99,0.62
34870,34870,88.63,33.07,35.45,0.68
34871,34871,196.58,73.35,78.63,0.89
34872,34872,204.89,76.45,81.96,0.61
34873,34873,135.15,50.43,54.06,0.78
34874,34874,139.44,52.03,55.78,0.92
34875,34875,185.19,69.1,74.08,0.65
34876,34876,340.6,127.09,136.24,0.83
34877,34877,8.92,3.33,3.57,0.65
34878,34878,248.68,92.79,99.47,0.92
34879,34879,626.16,233.64,250.46,0.82
34880,34880,121.35,45.28,48.54,0.87
34881,34881,150.94,56.32,60.38,0.8
34882,34882,113.79,42.46,45.52,0.84
34883,34883,97.31,36.31,38.92,0.95
34884,34884,386.88,144.36,154.75,0.86
34885,34885,133.71,49.89,53.48,0.75
34886,34886,642.48,239.73,256.99,0.75
34887,34887,176.59,65.89,70.64,0.92
34888,34888,182.08,67.94,72.83,0.85
34889,34889,17.63,6.58,7.05,0.81
34890,34890,106.29,39.66,42.52,0.76
34891,34891,272.26,101.59,108.9,0.67
34892,34892,153.59,57.31,61.44,0.88
34893,34893,145.55,54.31,58.22,0.91
34894,34894,236.19,88.13,94.48,0.79
34895,34895,303.13,113.11,121.25,0.81
34896,34896,83.86,31.29,33.54,0.83
34897,34897,92.25,34.42,36.9,0.79
34898,34898,260.66,97.26,104.26,0.84
34899,34899,409.72,152.88,163.89,0.67
34900,34900,38.22,14.26,15.29,0.88
34901,34901,75.12,28.03,30.05,0.86
34902,34902,408.27,152.34,163.31,0.76
34903,34903,69.63,25.98,27.85,0.75
34904,34904,192.37,71.78,76.95,0.71
34905,34905,50.68,18.91,20.27,0.79
34906,34906,76.27,28.46,30.51,0.93
34907,34907,55.18,20.59,22.07,0.7
34908,34908,329.4,122.91,131.76,0.89
34909,34909,165.73,61.84,66.29,0.75
34910,34910,18.65,6.96,7.46,0.75
34911,34911,246.91,92.13,98.76,0.73
34912,34912,70.81,26.42,28.32,0.93
34913,34913,67.16,25.06,26.86,0.77
34914,34914,123.47,46.07,49.39,0.8
34915,34915,80.11,29.89,32.04,0.8
34916,34916,413.95,154.46,165.58,0.75
34917,34917,79.11,29.52,31.64,0.7
34918,34918,173.66,64.8,69.46,0.89
34919,34919,396.32,147.88,158.53,0.77
34920,34920,84.71,31.61,33.88,0.81
34921,34921,135.13,50.42,54.05,0.77
34922,34922,12.76,4.76,5.1,0.82
34923,34923,207.43,77.4,82.97,0.93
34924,34924,167.15,62.37,66.86,0.89
34925,34925,36.47,13.61,14.59,0.74
34926,34926,157.85,58.9,63.14,0.91
34927,34927,47.68,17.79,19.07,0.66
34928,34928,10.72,4.0,4.29,0.88
34929,34929,631.76,235.73,252.7,0.91
34930,34930,205.88,76.82,82.35,0.89
34931,34931,187.04,69.79,74.82,0.81
34932,34932,89.38,33.35,35.75,0.71
34933,34933,71.4,26.64,28.56,0.77
34934,34934,170.69,63.69,68.28,0.68
34935,34935,221.58,82.68,88.63,0.8
34936,34936,117.95,44.01,47.18,0.79
34937,34937,347.19,129.55,138.88,0.75
34938,34938,65.1,24.29,26.04,0.79
34939,34939,157.34,58.71,62.94,0.65
34940,34940,309.25,115.39,123.7,0.8
34941,34941,318.71,118.92,127.48,0.89
34942,34942,168.46,62.86,67.38,0.71
34943,34943,95.86,35.77,38.34,0.7
34944,34944,90.77,33.87,36.31,0.8
34945,34945,455.71,170.04,182.28,0.87
34946,34946,246.32,91.91,98.53,0.66
34947,34947,185.08,69.06,74.03,0.69
34948,34948,498.88,186.15,199.55,0.85
34949,34949,78.07,29.13,31.23,0.75
34950,34950,251.2,93.73,100.48,0.61
34951,34951,226.06,84.35,90.42,0.82
34952,34952,463.72,173.03,185.49,0.62
34953,34953,0.21,0.08,0.08,0.66
34954,34954,178.41,66.57,71.36,0.74
34955,34955,329.56,122.97,131.82,0.95
34956,34956,169.19,63.13,67.68,0.79
34957,34957,101.63,37.92,40.65,0.89
34958,34958,259.88,96.97,103.95,0.76
34959,34959,193.58,72.23,77.43,0.93
34960,34960,144.64,53.97,57.86,0.64
34961,34961,147.16,54.91,58.86,0.67
34962,34962,27.34,10.2,10.94,0.82
34963,34963,110.2,41.12,44.08,0.75
34964,34964,269.88,100.7,107.95,0.72
34965,34965,177.26,66.14,70.9,0.95
34966,34966,222.31,82.95,88.92,0.71
34967,34967,426.23,159.04,170.49,0.72
34968,34968,126.44,47.18,50.58,0.62
34969,34969,82.79,30.89,33.12,0.87
34970,34970,48.53,18.11,19.41,0.66
34971,34971,41.35,15.43,16.54,0.78
34972,34972,65.12,24.3,26.05,0.72
34973,34973,257.2,95.97,102.88,0.8
34974,34974,54.0,20.15,21.6,0.78
34975,34975,129.93,48.48,51.97,0.89
34976,34976,150.16,56.03,60.06,0.79
34977,34977,291.69,108.84,116.68,0.94
34978,34978,103.69,38.69,41.48,0.76
34979,34979,92.84,34.64,37.14,0.94
34980,34980,66.17,24.69,26.47,0.77
34981,34981,39.32,14.67,15.73,0.89
34982,34982,42.0,15.67,16.8,0.63
34983,34983,102.24,38.15,40.9,0.8
34984,34984,67.64,25.24,27.06,0.78
34985,34985,314.36,117.3,125.74,0.91
34986,34986,44.17,16.48,17.67,0.64
34987,34987,181.46,67.71,72.58,0.89
34988,34988,100.63,37.55,40.25,0.95
34989,34989,86.14,32.14,34.46,0.87
34990,34990,244.23,91.13,97.69,0.71
34991,34991,81.55,30.43,32.62,0.72
34992,34992,96.51,36.01,38.6,0.8
34993,34993,74.34,27.74,29.74,0.67
34994,34994,232.84,86.88,93.14,0.63
34995,34995,32.27,12.04,12.91,0.6
34996,34996,151.42,56.5,60.57,0.92
34997,34997,243.5,90.86,97.4,0.88
34998,34998,112.43,41.95,44.97,0.88
34999,34999,57.83,21.58,23.13,0.7
35000,35000,2.81,1.05,1.12,0.82
35001,35001,98.97,36.93,39.59,0.87
35002,35002,311.2,116.12,124.48,0.78
35003,35003,278.08,103.76,111.23,0.89
35004,35004,60.62,22.62,24.25,0.69
35005,35005,309.81,115.6,123.92,0.82
35006,35006,83.37,31.11,33.35,0.85
35007,35007,95.46,35.62,38.18,0.74
35008,35008,121.7,45.41,48.68,0.66
35009,35009,181.6,67.76,72.64,0.85
35010,35010,232.11,86.61,92.84,0.82
35011,35011,313.18,116.86,125.27,0.83
35012,35012,53.89,20.11,21.56,0.7
35013,35013,91.44,34.12,36.58,0.62
35014,35014,128.88,48.09,51.55,0.77
35015,35015,49.69,18.54,19.88,0.66
35016,35016,421.54,157.29,168.62,0.64
35017,35017,52.02,19.41,20.81,0.68
35018,35018,195.51,72.95,78.2,0.75
35019,35019,345.37,128.87,138.15,0.74
35020,35020,178.35,66.55,71.34,0.9
35021,35021,138.72,51.76,55.49,0.65
35022,35022,340.84,127.18,136.34,0.64
35023,35023,137.03,51.13,54.81,0.89
35024,35024,268.13,100.05,107.25,0.72
35025,35025,849.77,317.08,339.91,0.94
35026,35026,272.66,101.74,109.06,0.82
35027,35027,26.83,10.01,10.73,0.87
35028,35028,177.36,66.18,70.94,0.92
35029,35029,174.44,65.09,69.78,0.82
35030,35030,248.89,92.87,99.56,0.86
35031,35031,85.36,31.85,34.14,0.61
35032,35032,48.11,17.95,19.24,0.83
35033,35033,84.5,31.53,33.8,0.73
35034,35034,149.62,55.83,59.85,0.74
35035,35035,118.97,44.39,47.59,0.68
35036,35036,2.04,0.76,0.82,0.61
35037,35037,62.58,23.35,25.03,0.91
35038,35038,89.11,33.25,35.64,0.92
35039,35039,153.83,57.4,61.53,0.76
35040,35040,10.69,3.99,4.28,0.79
35041,35041,56.63,21.13,22.65,0.74
35042,35042,169.83,63.37,67.93,0.66
35043,35043,117.09,43.69,46.84,0.77
35044,35044,132.04,49.27,52.82,0.65
35045,35045,19.24,7.18,7.7,0.82
35046,35046,25.97,9.69,10.39,0.83
35047,35047,413.85,154.42,165.54,0.7
35048,35048,84.58,31.56,33.83,0.83
35049,35049,197.22,73.59,78.89,0.9
35050,35050,289.71,108.1,115.88,0.87
35051,35051,66.62,24.86,26.65,0.7
35052,35052,0.21,0.08,0.08,0.69
35053,35053,341.94,127.59,136.78,0.93
35054,35054,215.55,80.43,86.22,0.76
35055,35055,344.92,128.7,137.97,0.77
35056,35056,167.02,62.32,66.81,0.71
35057,35057,123.9,46.23,49.56,0.7
35058,35058,190.36,71.03,76.14,0.78
35059,35059,66.38,24.77,26.55,0.8
35060,35060,26.77,9.99,10.71,0.66
35061,35061,213.86,79.8,85.54,0.71
35062,35062,773.1,288.47,309.24,0.66
35063,35063,66.57,24.84,26.63,0.87
35064,35064,136.41,50.9,54.56,0.87
35065,35065,229.54,85.65,91.82,0.8
35066,35066,435.71,162.58,174.28,0.94
35067,35067,375.76,140.21,150.3,0.94
35068,35068,269.42,100.53,107.77,0.73
35069,35069,30.31,11.31,12.12,0.83
35070,35070,145.98,54.47,58.39,0.6
35071,35071,87.31,32.58,34.92,0.87
35072,35072,114.84,42.85,45.94,0.85
35073,35073,376.03,140.31,150.41,0.68
35074,35074,198.56,74.09,79.42,0.65
35075,35075,72.57,27.08,29.03,0.81
35076,35076,77.16,28.79,30.86,0.87
35077,35077,306.27,114.28,122.51,0.73
35078,35078,265.88,99.21,106.35,0.64
35079,35079,74.02,27.62,29.61,0.92
35080,35080,211.48,78.91,84.59,0.91
35081,35081,595.92,222.36,238.37,0.72
35082,35082,273.84,102.18,109.54,0.82
35083,35083,52.5,19.59,21.0,0.95
35084,35084,230.16,85.88,92.06,0.69
35085,35085,120.06,44.8,48.02,0.63
35086,35086,196.87,73.46,78.75,0.85
35087,35087,603.0,225.0,241.2,0.71
35088,35088,304.45,113.6,121.78,0.88
35089,35089,108.14,40.35,43.26,0.75
35090,35090,228.98,85.44,91.59,0.72
35091,35091,38.06,14.2,15.22,0.76
35092,35092,498.05,185.84,199.22,0.78
35093,35093,288.37,107.6,115.35,0.67
35094,35094,55.18,20.59,22.07,0.76
35095,35095,103.74,38.71,41.5,0.86
35096,35096,771.17,287.75,308.47,0.94
35097,35097,135.47,50.55,54.19,0.93
35098,35098,10.1,3.77,4.04,0.72
35099,35099,117.76,43.94,47.1,0.79
35100,35100,680.21,253.81,272.08,0.94
35101,35101,139.63,52.1,55.85,0.61
35102,35102,93.05,34.72,37.22,0.73
35103,35103,140.59,52.46,56.24,0.74
35104,35104,24.87,9.28,9.95,0.84
35105,35105,390.74,145.8,156.3,0.85
35106,35106,231.34,86.32,92.54,0.93
35107,35107,423.17,157.9,169.27,0.92
35108,35108,257.76,96.18,103.1,0.76
35109,35109,66.2,24.7,26.48,0.85
35110,35110,232.97,86.93,93.19,0.75
35111,35111,156.14,58.26,62.46,0.66
35112,35112,194.84,72.7,77.94,0.75
35113,35113,184.49,68.84,73.8,0.63
35114,35114,20.93,7.81,8.37,0.63
35115,35115,143.92,53.7,57.57,0.67
35116,35116,17.98,6.71,7.19,0.79
35117,35117,311.39,116.19,124.56,0.7
35118,35118,326.0,121.64,130.4,0.71
35119,35119,154.64,57.7,61.86,0.7
35120,35120,348.45,130.02,139.38,0.67
35121,35121,149.92,55.94,59.97,0.68
35122,35122,93.21,34.78,37.28,0.74
35123,35123,0.94,0.35,0.38,0.9
35124,35124,45.35,16.92,18.14,0.77
35125,35125,125.83,46.95,50.33,0.88
35126,35126,104.01,38.81,41.6,0.63
35127,35127,148.74,55.5,59.5,0.85
35128,35128,12.65,4.72,5.06,0.86
35129,35129,386.43,144.19,154.57,0.78
35130,35130,88.71,33.1,35.48,0.92
35131,35131,294.02,109.71,117.61,0.81
35132,35132,402.78,150.29,161.11,0.93
35133,35133,69.22,25.83,27.69,0.88
35134,35134,115.94,43.26,46.38,0.64
35135,35135,165.68,61.82,66.27,0.72
35136,35136,340.55,127.07,136.22,0.6
35137,35137,159.19,59.4,63.68,0.78
35138,35138,68.29,25.48,27.32,0.77
35139,35139,143.46,53.53,57.38,0.86
35140,35140,248.01,92.54,99.2,0.72
35141,35141,170.98,63.8,68.39,0.65
35142,35142,193.82,72.32,77.53,0.83
35143,35143,134.51,50.19,53.8,0.94
35144,35144,116.93,43.63,46.77,0.93
35145,35145,91.66,34.2,36.66,0.73
35146,35146,194.57,72.6,77.83,0.69
35147,35147,461.66,172.26,184.66,0.77
35148,35148,244.52,91.24,97.81,0.68
35149,35149,178.11,66.46,71.24,0.71
35150,35150,28.14,10.5,11.26,0.61
35151,35151,219.79,82.01,87.92,0.82
35152,35152,82.17,30.66,32.87,0.63
35153,35153,50.01,18.66,20.0,0.87
35154,35154,49.31,18.4,19.72,0.76
35155,35155,175.22,65.38,70.09,0.85
35156,35156,155.87,58.16,62.35,0.88
35157,35157,412.29,153.84,164.92,0.73
35158,35158,24.28,9.06,9.71,0.72
35159,35159,80.51,30.04,32.2,0.82
35160,35160,15.09,5.63,6.04,0.66
35161,35161,110.09,41.08,44.04,0.92
35162,35162,96.02,35.83,38.41,0.87
35163,35163,200.49,74.81,80.2,0.72
35164,35164,100.37,37.45,40.15,0.67
35165,35165,342.08,127.64,136.83,0.83
35166,35166,199.63,74.49,79.85,0.6
35167,35167,20.15,7.52,8.06,0.61
35168,35168,322.38,120.29,128.95,0.7
35169,35169,233.88,87.27,93.55,0.84
35170,35170,142.23,53.07,56.89,0.77
35171,35171,31.7,11.83,12.68,0.73
35172,35172,76.86,28.68,30.74,0.77
35173,35173,116.5,43.47,46.6,0.67
35174,35174,88.01,32.84,35.2,0.71
35175,35175,162.7,60.71,65.08,0.7
35176,35176,7.02,2.62,2.81,0.66
35177,35177,84.66,31.59,33.86,0.74
35178,35178,29.59,11.04,11.84,0.61
35179,35179,87.58,32.68,35.03,0.71
35180,35180,183.47,68.46,73.39,0.79
35181,35181,72.15,26.92,28.86,0.88
35182,35182,110.58,41.26,44.23,0.82
35183,35183,102.13,38.11,40.85,0.63
35184,35184,87.02,32.47,34.81,0.9
35185,35185,600.48,224.06,240.19,0.93
35186,35186,97.63,36.43,39.05,0.62
35187,35187,208.72,77.88,83.49,0.88
35188,35188,240.96,89.91,96.38,0.86
35189,35189,72.2,26.94,28.88,0.9
35190,35190,109.69,40.93,43.88,0.71
35191,35191,64.59,24.1,25.84,0.79
35192,35192,183.5,68.47,73.4,0.84
35193,35193,308.41,115.08,123.36,0.7
35194,35194,119.53,44.6,47.81,0.6
35195,35195,235.36,87.82,94.14,0.9
35196,35196,127.43,47.55,50.97,0.94
35197,35197,170.9,63.77,68.36,0.94
35198,35198,53.87,20.1,21.55,0.68
35199,35199,334.22,124.71,133.69,0.74
35200,35200,303.43,113.22,121.37,0.62
35201,35201,32.27,12.04,12.91,0.9
35202,35202,132.42,49.41,52.97,0.74
35203,35203,346.58,129.32,138.63,0.69
35204,35204,124.81,46.57,49.92,0.65
35205,35205,715.48,266.97,286.19,0.73
35206,35206,361.26,134.8,144.5,0.87
35207,35207,130.49,48.69,52.2,0.68
35208,35208,186.9,69.74,74.76,0.9
35209,35209,230.59,86.04,92.24,0.9
35210,35210,326.32,121.76,130.53,0.79
35211,35211,301.31,112.43,120.52,0.76
35212,35212,124.7,46.53,49.88,0.82
35213,35213,173.88,64.88,69.55,0.72
35214,35214,157.93,58.93,63.17,0.61
35215,35215,25.49,9.51,10.2,0.84
35216,35216,34.6,12.91,13.84,0.88
35217,35217,304.82,113.74,121.93,0.81
35218,35218,138.05,51.51,55.22,0.6
35219,35219,207.27,77.34,82.91,0.82
35220,35220,168.3,62.8,67.32,0.74
35221,35221,261.01,97.39,104.4,0.68
35222,35222,267.68,99.88,107.07,0.69
35223,35223,64.78,24.17,25.91,0.91
35224,35224,142.5,53.17,57.0,0.84
35225,35225,83.16,31.03,33.26,0.74
35226,35226,383.19,142.98,153.28,0.7
35227,35227,3.22,1.2,1.29,0.77
35228,35228,68.63,25.61,27.45,0.91
35229,35229,291.13,108.63,116.45,0.62
35230,35230,244.63,91.28,97.85,0.78
35231,35231,227.05,84.72,90.82,0.92
35232,35232,44.84,16.73,17.94,0.77
35233,35233,265.43,99.04,106.17,0.89
35234,35234,50.14,18.71,20.06,0.68
35235,35235,83.91,31.31,33.56,0.75
35236,35236,157.91,58.92,63.16,0.93
35237,35237,1.93,0.72,0.77,0.7
35238,35238,260.28,97.12,104.11,0.68
35239,35239,265.19,98.95,106.08,0.8
35240,35240,177.47,66.22,70.99,0.85
35241,35241,44.78,16.71,17.91,0.82
35242,35242,119.07,44.43,47.63,0.87
35243,35243,132.07,49.28,52.83,0.92
35244,35244,96.96,36.18,38.78,0.77
35245,35245,111.92,41.76,44.77,0.77
35246,35246,27.12,10.12,10.85,0.76
35247,35247,126.31,47.13,50.52,0.86
35248,35248,353.44,131.88,141.38,0.76
35249,35249,221.85,82.78,88.74,0.67
35250,35250,33.96,12.67,13.58,0.8
35251,35251,32.8,12.24,13.12,0.64
35252,35252,149.46,55.77,59.78,0.92
35253,35253,74.48,27.79,29.79,0.92
35254,35254,319.08,119.06,127.63,0.95
35255,35255,536.8,200.3,214.72,0.83
35256,35256,120.09,44.81,48.04,0.86
35257,35257,196.15,73.19,78.46,0.84
35258,35258,270.95,101.1,108.38,0.9
35259,35259,150.16,56.03,60.06,0.7
35260,35260,87.74,32.74,35.1,0.75
35261,35261,377.34,140.8,150.94,0.84
35262,35262,34.25,12.78,13.7,0.6
35263,35263,75.82,28.29,30.33,0.65
35264,35264,226.0,84.33,90.4,0.77
35265,35265,82.17,30.66,32.87,0.64
35266,35266,75.71,28.25,30.28,0.78
35267,35267,200.71,74.89,80.28,0.87
35268,35268,54.16,20.21,21.66,0.86
35269,35269,143.06,53.38,57.22,0.68
35270,35270,127.51,47.58,51.0,0.69
35271,35271,33.02,12.32,13.21,0.67
35272,35272,335.72,125.27,134.29,0.92
35273,35273,117.79,43.95,47.12,0.9
35274,35274,500.06,186.59,200.02,0.67
35275,35275,470.13,175.42,188.05,0.91
35276,35276,343.2,128.06,137.28,0.83
35277,35277,278.37,103.87,111.35,0.81
35278,35278,28.92,10.79,11.57,0.91
35279,35279,137.75,51.4,55.1,0.85
35280,35280,4.37,1.63,1.75,0.8
35281,35281,112.35,41.92,44.94,0.75
35282,35282,34.95,13.04,13.98,0.71
35283,35283,210.33,78.48,84.13,0.7
35284,35284,287.11,107.13,114.84,0.79
35285,35285,85.65,31.96,34.26,0.72
35286,35286,33.71,12.58,13.48,0.6
35287,35287,393.37,146.78,157.35,0.78
35288,35288,217.7,81.23,87.08,0.83
35289,35289,72.9,27.2,29.16,0.84
35290,35290,83.7,31.23,33.48,0.83
35291,35291,195.72,73.03,78.29,0.91
35292,35292,133.79,49.92,53.52,0.75
35293,35293,137.86,51.44,55.14,0.95
35294,35294,64.86,24.2,25.94,0.95
35295,35295,431.53,161.02,172.61,0.61
35296,35296,11.44,4.27,4.58,0.85
35297,35297,112.24,41.88,44.9,0.89
35298,35298,40.63,15.16,16.25,0.75
35299,35299,258.65,96.51,103.46,0.83
35300,35300,159.22,59.41,63.69,0.78
35301,35301,109.18,40.74,43.67,0.66
35302,35302,349.69,130.48,139.88,0.73
35303,35303,225.9,84.29,90.36,0.93
35304,35304,95.01,35.45,38.0,0.65
35305,35305,647.06,241.44,258.82,0.66
35306,35306,16.4,6.12,6.56,0.69
35307,35307,261.78,97.68,104.71,0.9
35308,35308,156.54,58.41,62.62,0.89
35309,35309,126.52,47.21,50.61,0.78
35310,35310,448.1,167.2,179.24,0.9
35311,35311,49.18,18.35,19.67,0.85
35312,35312,36.5,13.62,14.6,0.9
35313,35313,198.08,73.91,79.23,0.63
35314,35314,335.54,125.2,134.22,0.89
35315,35315,140.57,52.45,56.23,0.65
35316,35316,419.13,156.39,167.65,0.79
35317,35317,134.51,50.19,53.8,0.93
35318,35318,184.2,68.73,73.68,0.87
35319,35319,163.45,60.99,65.38,0.87
35320,35320,346.74,129.38,138.7,0.9
