port_operation_id,port_id,vessel_id,arrival_time,departure_time,waiting_hours,turnaround_hours,congestion_level,cargo_handled_tons
38208,5,VSL-9251,2025-06-23,2025-06-23,0.18,23.94,3,47.06
38209,4,VSL-6117,2024-01-19,2024-01-19,1.32,20.95,2,81.0
38210,8,VSL-4625,2026-01-11,2026-01-11,0.39,21.48,2,53.75
38211,6,VSL-8500,2026-02-09,2026-02-09,2.34,11.14,1,39.68
38212,8,VSL-4193,2024-03-22,2024-03-22,1.49,35.32,5,63.84
38213,11,VSL-8639,2024-12-05,2024-12-05,0.46,44.7,4,71.17
38214,9,VSL-4779,2024-04-08,2024-04-08,0.29,12.63,3,60.8
38215,8,VSL-2041,2024-11-09,2024-11-09,0.27,39.57,5,27.67
38216,4,VSL-6726,2025-07-11,2025-07-11,0.2,27.24,3,52.73
38217,4,VSL-1347,2024-02-05,2024-02-05,4.37,29.89,1,1.0
38218,12,VSL-3415,2025-10-04,2025-10-04,0.9,25.05,4,25.94
38219,6,VSL-1426,2024-01-18,2024-01-18,0.05,27.05,2,70.75
38220,3,VSL-2561,2024-05-07,2024-05-07,4.62,42.73,3,65.68
38221,12,VSL-9969,2024-03-10,2024-03-10,0.14,26.6,5,46.0
38222,1,VSL-4631,2026-03-28,2026-03-28,0.21,30.67,3,37.36
38223,4,VSL-9377,2025-12-08,2025-12-08,1.22,34.34,2,87.31
38224,11,VSL-8868,2024-05-04,2024-05-04,1.41,24.43,4,47.53
38225,10,VSL-9184,2024-05-12,2024-05-12,0.88,8.76,5,43.22
38226,8,VSL-9266,2024-06-11,2024-06-11,2.34,13.35,2,64.66
38227,7,VSL-2526,2024-07-08,2024-07-08,3.4,19.57,4,82.08
38228,6,VSL-9932,2025-01-31,2025-01-31,2.3,47.18,4,55.43
38229,11,VSL-5948,2025-10-13,2025-10-13,1.2,38.4,5,55.28
38230,8,VSL-1995,2025-11-02,2025-11-02,3.14,7.41,4,39.26
38231,1,VSL-3324,2024-12-19,2024-12-19,1.54,19.62,5,58.12
38232,7,VSL-4125,2024-01-31,2024-01-31,1.18,18.61,1,39.46
38233,11,VSL-8407,2025-12-26,2025-12-26,1.56,43.9,4,30.85
38234,2,VSL-1832,2025-11-26,2025-11-26,0.1,15.02,1,63.94
38235,2,VSL-5064,2025-02-17,2025-02-17,4.47,9.05,5,42.5
38236,11,VSL-4237,2024-12-25,2024-12-25,0.92,16.56,5,73.62
38237,6,VSL-2879,2025-08-30,2025-08-30,0.38,17.45,2,45.92
38238,8,VSL-9700,2025-12-02,2025-12-02,1.74,46.66,1,66.71
38239,11,VSL-4493,2025-09-06,2025-09-06,1.07,24.75,2,49.7
38240,5,VSL-6065,2024-12-17,2024-12-17,1.02,46.13,1,1.84
38241,4,VSL-3643,2025-07-05,2025-07-05,0.28,18.83,4,90.99
38242,10,VSL-3095,2024-11-06,2024-11-06,0.06,20.45,2,38.08
38243,9,VSL-9832,2024-09-07,2024-09-07,0.65,16.2,3,58.81
38244,2,VSL-3795,2025-01-26,2025-01-26,0.5,20.0,4,44.88
38245,7,VSL-2363,2024-06-04,2024-06-04,0.58,8.62,2,44.39
38246,7,VSL-3754,2024-12-01,2024-12-01,0.61,47.04,3,57.59
38247,10,VSL-4715,2024-02-23,2024-02-23,5.79,36.01,4,42.88
38248,3,VSL-2673,2025-01-23,2025-01-23,0.43,30.16,1,42.33
38249,8,VSL-1867,2025-06-03,2025-06-03,3.67,10.65,5,83.76
38250,4,VSL-2368,2024-05-29,2024-05-29,1.51,18.89,2,66.03
38251,6,VSL-1436,2025-05-23,2025-05-23,1.02,28.77,4,54.17
38252,5,VSL-9715,2025-07-26,2025-07-26,1.31,44.6,4,42.5
38253,6,VSL-5633,2025-11-02,2025-11-02,1.52,34.59,1,38.8
38254,7,VSL-9618,2025-04-17,2025-04-17,1.63,22.98,2,86.71
38255,4,VSL-6839,2024-05-09,2024-05-09,0.46,9.41,2,39.16
38256,4,VSL-6795,2024-06-27,2024-06-27,2.26,10.26,2,49.25
38257,5,VSL-9879,2024-10-19,2024-10-19,0.17,44.45,3,47.09
38258,9,VSL-3879,2024-12-04,2024-12-04,7.03,31.26,2,51.95
38259,2,VSL-5960,2024-06-10,2024-06-10,0.06,38.03,2,38.8
38260,7,VSL-3695,2024-09-06,2024-09-06,1.44,38.56,5,68.14
38261,4,VSL-5178,2024-07-07,2024-07-07,1.07,37.28,5,51.97
38262,1,VSL-8214,2025-05-20,2025-05-20,3.17,28.95,1,41.6
38263,5,VSL-8006,2025-10-02,2025-10-02,6.94,18.9,5,42.84
38264,8,VSL-6711,2024-03-01,2024-03-01,5.84,7.86,4,33.63
38265,2,VSL-1802,2025-03-10,2025-03-10,3.27,29.53,1,44.28
38266,6,VSL-3888,2025-01-15,2025-01-15,0.84,9.2,2,27.05
38267,9,VSL-8266,2025-08-28,2025-08-28,2.34,34.37,4,51.82
38268,2,VSL-6143,2024-12-10,2024-12-10,2.59,37.19,2,48.84
38269,11,VSL-4436,2024-03-20,2024-03-20,0.25,42.07,5,84.74
38270,11,VSL-6836,2025-12-13,2025-12-13,0.32,29.77,2,65.4
38271,5,VSL-7690,2025-02-25,2025-02-25,3.19,48.0,5,41.7
38272,2,VSL-9712,2025-11-20,2025-11-20,0.43,18.17,5,33.66
38273,6,VSL-3277,2025-10-06,2025-10-06,0.7,35.87,1,47.58
38274,6,VSL-5224,2025-09-02,2025-09-02,1.43,22.62,5,83.3
38275,9,VSL-4523,2024-08-31,2024-08-31,5.86,30.15,3,69.38
38276,4,VSL-1294,2024-03-22,2024-03-22,3.61,46.54,5,42.23
38277,12,VSL-8810,2026-01-22,2026-01-22,1.4,43.9,5,42.53
38278,3,VSL-5074,2024-05-30,2024-05-30,3.21,47.89,3,34.45
38279,3,VSL-9060,2025-03-04,2025-03-04,1.2,6.91,3,86.37
38280,7,VSL-1673,2024-11-26,2024-11-26,0.23,37.53,3,57.51
38281,12,VSL-9431,2025-07-08,2025-07-08,3.36,21.13,2,40.23
38282,4,VSL-8932,2025-02-01,2025-02-01,0.25,35.78,4,57.4
38283,8,VSL-3927,2025-12-03,2025-12-03,2.02,8.31,5,56.25
38284,3,VSL-6553,2025-01-29,2025-01-29,1.59,16.4,5,37.48
38285,5,VSL-3530,2025-06-30,2025-06-30,0.25,13.62,5,95.28
38286,7,VSL-7115,2025-02-18,2025-02-18,0.47,12.73,2,71.29
38287,8,VSL-5517,2025-08-30,2025-08-30,0.4,28.61,4,25.51
38288,9,VSL-4011,2024-11-14,2024-11-14,0.09,18.52,2,75.99
38289,7,VSL-4978,2024-05-04,2024-05-04,0.23,32.11,5,65.75
38290,1,VSL-7911,2025-07-05,2025-07-05,5.91,7.87,5,62.02
38291,6,VSL-8669,2026-04-01,2026-04-01,4.52,38.14,5,22.62
38292,1,VSL-1487,2025-03-13,2025-03-13,1.57,45.87,2,38.53
38293,1,VSL-2857,2025-07-12,2025-07-12,0.5,7.85,2,32.17
38294,1,VSL-7707,2025-07-20,2025-07-20,3.06,11.17,2,68.18
38295,5,VSL-9731,2025-05-18,2025-05-18,3.58,44.55,2,49.79
38296,11,VSL-1992,2025-03-31,2025-03-31,0.57,42.25,3,48.63
38297,3,VSL-5391,2024-10-22,2024-10-22,1.52,20.59,1,38.63
38298,11,VSL-2218,2025-01-29,2025-01-29,0.66,38.97,1,34.77
38299,9,VSL-5510,2024-04-25,2024-04-25,2.17,41.42,3,79.35
38300,6,VSL-3818,2024-07-23,2024-07-23,1.9,20.99,1,65.59
38301,1,VSL-6884,2026-03-17,2026-03-17,0.9,44.31,3,77.15
38302,1,VSL-6895,2025-08-22,2025-08-22,2.2,41.38,1,77.82
38303,4,VSL-4330,2024-05-28,2024-05-28,2.87,14.55,3,48.46
38304,1,VSL-5152,2024-04-05,2024-04-05,1.21,9.52,4,33.01
38305,7,VSL-7740,2025-01-08,2025-01-08,3.62,29.49,5,82.67
38306,1,VSL-9618,2024-05-05,2024-05-05,4.88,13.07,1,1.0
38307,5,VSL-3893,2026-02-16,2026-02-16,5.14,43.26,2,51.89
38308,6,VSL-1129,2025-09-10,2025-09-10,0.35,38.03,4,21.62
38309,11,VSL-8350,2025-11-26,2025-11-26,1.27,17.09,3,49.11
38310,4,VSL-9573,2025-11-27,2025-11-27,5.09,39.42,4,73.16
38311,8,VSL-3428,2025-04-11,2025-04-11,0.36,45.95,5,44.34
38312,4,VSL-5151,2026-02-25,2026-02-25,1.5,29.02,4,52.29
38313,2,VSL-6581,2024-11-12,2024-11-12,2.22,23.66,1,48.61
38314,8,VSL-1740,2025-04-28,2025-04-28,0.92,37.9,3,44.81
38315,1,VSL-6414,2025-08-30,2025-08-30,1.35,30.28,3,63.15
38316,1,VSL-4404,2025-04-16,2025-04-16,0.88,30.88,5,48.11
38317,4,VSL-6091,2024-06-11,2024-06-11,2.16,16.47,1,20.44
38318,7,VSL-2160,2024-10-31,2024-10-31,5.1,27.45,4,44.83
38319,9,VSL-2529,2024-09-28,2024-09-28,0.93,35.27,3,58.15
38320,4,VSL-1864,2024-03-21,2024-03-21,5.61,28.88,5,14.23
38321,2,VSL-1115,2025-08-07,2025-08-07,0.8,33.87,5,8.2
38322,2,VSL-8757,2024-08-05,2024-08-05,5.09,13.58,3,39.07
38323,7,VSL-1052,2024-06-20,2024-06-20,1.53,15.31,3,54.35
38324,12,VSL-1325,2024-06-27,2024-06-27,1.52,38.61,3,77.44
38325,9,VSL-2178,2025-09-23,2025-09-23,3.25,7.51,3,42.51
38326,4,VSL-7636,2025-06-10,2025-06-10,0.72,14.59,2,25.7
38327,10,VSL-6129,2024-09-15,2024-09-15,0.68,25.43,5,69.45
38328,9,VSL-9060,2024-03-26,2024-03-26,0.15,26.63,1,30.22
38329,6,VSL-9236,2025-09-05,2025-09-05,2.64,26.87,2,36.69
38330,6,VSL-3500,2025-07-03,2025-07-03,2.1,38.63,3,77.16
38331,11,VSL-2652,2026-01-06,2026-01-06,5.36,41.38,1,54.77
38332,3,VSL-5879,2024-04-14,2024-04-14,3.78,19.08,4,38.51
38333,11,VSL-4458,2025-06-28,2025-06-28,0.88,18.05,4,69.79
38334,6,VSL-9058,2026-03-07,2026-03-07,3.86,22.2,1,72.33
38335,12,VSL-5389,2026-02-17,2026-02-17,0.02,9.87,1,53.5
38336,9,VSL-7215,2025-11-24,2025-11-24,0.27,8.45,5,72.83
38337,3,VSL-3635,2024-03-07,2024-03-07,1.77,9.35,2,35.45
38338,3,VSL-5300,2024-10-12,2024-10-12,2.11,16.49,4,33.14
38339,2,VSL-4158,2026-03-30,2026-03-30,3.0,31.91,5,35.78
38340,10,VSL-8303,2025-06-25,2025-06-25,4.6,25.49,2,46.61
38341,1,VSL-4071,2024-01-31,2024-01-31,0.99,19.79,1,41.05
38342,1,VSL-4813,2025-09-23,2025-09-23,0.4,20.01,5,49.69
38343,3,VSL-1881,2024-12-11,2024-12-11,0.02,44.3,1,44.37
38344,1,VSL-1433,2025-06-18,2025-06-18,7.27,43.89,2,33.07
38345,1,VSL-1126,2025-06-28,2025-06-28,0.14,11.96,5,18.02
38346,10,VSL-2457,2024-10-01,2024-10-01,3.51,26.92,1,31.0
38347,9,VSL-3955,2024-12-29,2024-12-29,0.12,19.65,4,47.49
38348,2,VSL-6726,2025-10-21,2025-10-21,0.91,32.96,5,49.39
38349,4,VSL-1952,2024-12-30,2024-12-30,0.13,43.92,2,43.91
38350,3,VSL-7559,2025-09-04,2025-09-04,0.19,21.97,4,51.66
38351,7,VSL-8238,2025-07-06,2025-07-06,0.08,31.02,1,53.93
38352,11,VSL-6227,2024-07-08,2024-07-08,4.57,42.79,5,43.57
38353,10,VSL-2724,2025-03-23,2025-03-23,1.22,15.03,3,49.71
38354,4,VSL-7044,2024-01-30,2024-01-30,0.46,11.79,3,62.68
38355,11,VSL-5372,2025-05-10,2025-05-10,1.61,14.54,1,61.81
38356,5,VSL-6525,2025-12-12,2025-12-12,1.26,46.84,2,31.81
38357,3,VSL-3095,2024-04-22,2024-04-22,0.29,20.06,2,27.49
38358,1,VSL-4818,2024-10-31,2024-10-31,2.98,22.6,2,26.27
38359,5,VSL-7286,2024-08-26,2024-08-26,1.66,7.41,2,64.64
38360,4,VSL-4731,2024-11-28,2024-11-28,0.22,28.88,4,8.49
38361,8,VSL-8467,2024-12-24,2024-12-24,0.13,42.4,3,91.48
38362,4,VSL-1382,2024-11-12,2024-11-12,3.73,6.09,1,70.45
38363,4,VSL-3391,2024-06-07,2024-06-07,0.13,38.92,5,56.01
38364,7,VSL-8464,2025-06-25,2025-06-25,2.4,9.62,5,65.91
38365,8,VSL-3299,2025-08-11,2025-08-11,0.46,17.35,4,34.88
38366,9,VSL-7569,2025-07-13,2025-07-13,1.68,19.16,3,80.48
38367,3,VSL-8271,2024-03-15,2024-03-15,0.49,18.62,1,91.38
38368,10,VSL-7660,2025-08-29,2025-08-29,7.17,22.0,3,56.6
38369,1,VSL-4934,2026-03-17,2026-03-17,2.53,23.89,4,44.8
38370,1,VSL-9366,2025-12-17,2025-12-17,0.19,11.03,4,16.33
38371,9,VSL-4947,2024-08-27,2024-08-27,1.19,40.52,5,57.75
38372,9,VSL-4335,2024-07-09,2024-07-09,0.62,28.67,3,29.63
38373,9,VSL-8085,2025-08-26,2025-08-26,2.1,45.22,3,41.47
38374,2,VSL-8267,2025-06-07,2025-06-07,1.25,20.04,2,89.73
38375,11,VSL-6686,2024-08-12,2024-08-12,1.84,18.47,3,72.45
38376,10,VSL-3523,2025-08-24,2025-08-24,0.95,22.89,5,61.82
38377,5,VSL-8156,2025-07-11,2025-07-11,1.1,11.7,1,41.06
38378,3,VSL-8495,2025-11-09,2025-11-09,0.22,23.32,4,78.26
38379,7,VSL-8677,2025-01-30,2025-01-30,0.16,25.08,5,32.98
38380,9,VSL-9769,2025-11-20,2025-11-20,5.81,30.49,2,57.43
38381,12,VSL-1137,2024-07-18,2024-07-18,0.02,26.58,4,68.96
38382,9,VSL-6517,2025-06-04,2025-06-04,0.23,25.61,1,22.52
38383,9,VSL-9815,2025-11-16,2025-11-16,7.33,45.8,2,50.87
38384,9,VSL-9727,2025-05-12,2025-05-12,1.1,44.76,2,28.65
38385,9,VSL-7364,2025-05-12,2025-05-12,0.13,12.47,5,53.56
38386,6,VSL-1639,2025-06-02,2025-06-02,0.43,8.25,1,68.37
38387,5,VSL-3338,2025-08-01,2025-08-01,1.91,30.39,2,45.15
38388,5,VSL-1973,2025-11-23,2025-11-23,1.74,17.02,3,52.69
38389,10,VSL-7626,2025-11-02,2025-11-02,2.13,8.03,1,40.85
38390,6,VSL-3189,2024-06-03,2024-06-03,0.52,45.85,5,53.41
38391,1,VSL-8872,2025-01-21,2025-01-21,0.03,11.26,3,26.67
38392,8,VSL-3012,2025-12-25,2025-12-25,7.04,39.91,5,44.17
38393,2,VSL-8183,2024-02-18,2024-02-18,2.51,46.15,1,69.12
38394,12,VSL-7175,2025-12-09,2025-12-09,0.39,25.44,4,60.75
38395,7,VSL-7675,2024-11-17,2024-11-17,0.38,37.14,5,69.03
38396,8,VSL-4479,2025-02-24,2025-02-24,3.79,42.21,4,93.5
38397,9,VSL-9548,2025-07-20,2025-07-20,1.12,39.21,1,69.41
38398,12,VSL-8401,2025-07-11,2025-07-11,6.27,31.99,4,52.18
38399,12,VSL-6966,2025-04-29,2025-04-29,3.83,38.58,2,109.04
38400,9,VSL-2536,2024-02-08,2024-02-08,0.77,44.36,4,20.01
38401,12,VSL-4342,2025-12-06,2025-12-06,3.72,16.11,4,31.1
38402,6,VSL-1656,2024-04-19,2024-04-19,0.16,27.39,1,53.46
38403,1,VSL-5361,2024-12-09,2024-12-09,0.45,26.68,3,24.31
38404,7,VSL-1656,2024-10-25,2024-10-25,4.17,8.99,5,46.32
38405,7,VSL-8254,2025-02-19,2025-02-19,0.31,13.21,3,28.34
38406,7,VSL-8897,2025-11-04,2025-11-04,3.64,9.65,3,61.9
38407,3,VSL-5818,2024-08-25,2024-08-25,0.74,7.62,3,63.74
38408,7,VSL-2826,2024-05-22,2024-05-22,2.96,32.91,4,75.12
38409,4,VSL-1885,2024-03-20,2024-03-20,0.41,15.68,3,34.8
38410,7,VSL-1873,2025-03-08,2025-03-08,0.25,27.55,1,25.35
38411,8,VSL-1687,2025-07-23,2025-07-23,0.21,13.03,3,3.65
38412,2,VSL-2306,2025-11-23,2025-11-23,1.37,36.85,1,51.16
38413,8,VSL-2288,2025-03-08,2025-03-08,0.66,15.39,5,51.71
38414,3,VSL-2180,2025-06-04,2025-06-04,2.81,16.62,4,46.12
38415,12,VSL-3043,2024-12-29,2024-12-29,2.35,27.67,1,38.62
38416,8,VSL-8530,2025-11-05,2025-11-05,1.41,26.26,2,43.6
38417,5,VSL-1808,2025-05-23,2025-05-23,0.17,46.57,4,72.67
38418,11,VSL-1055,2025-04-29,2025-04-29,1.26,23.62,2,29.11
38419,9,VSL-7457,2024-04-06,2024-04-06,0.2,23.36,1,76.04
38420,7,VSL-1721,2025-05-10,2025-05-10,2.74,14.72,4,63.55
38421,1,VSL-5139,2025-07-06,2025-07-06,2.22,37.42,2,66.8
38422,4,VSL-5709,2024-04-25,2024-04-25,1.95,46.99,2,61.72
38423,7,VSL-7204,2024-05-06,2024-05-06,1.15,18.9,3,42.57
38424,6,VSL-7352,2025-07-15,2025-07-15,0.07,16.36,5,40.36
38425,1,VSL-6149,2025-09-02,2025-09-02,2.44,18.84,1,76.12
38426,12,VSL-4124,2025-09-29,2025-09-29,0.74,35.77,5,49.08
38427,2,VSL-8179,2025-02-13,2025-02-13,1.73,24.1,1,52.46
38428,11,VSL-4043,2025-11-02,2025-11-02,0.12,11.66,4,21.95
38429,5,VSL-4365,2026-01-12,2026-01-12,1.21,30.74,5,53.8
38430,8,VSL-8185,2025-11-04,2025-11-04,1.01,15.94,3,13.17
38431,3,VSL-6341,2025-06-19,2025-06-19,3.7,36.18,4,23.7
38432,4,VSL-5247,2024-06-02,2024-06-02,4.67,44.53,3,58.26
38433,2,VSL-9159,2025-04-01,2025-04-01,2.13,22.56,2,48.64
38434,11,VSL-8475,2026-02-10,2026-02-10,1.29,8.72,1,39.1
38435,11,VSL-2977,2024-01-07,2024-01-07,0.25,16.96,1,35.7
38436,5,VSL-6548,2025-01-20,2025-01-20,0.36,10.89,4,59.13
38437,8,VSL-1411,2025-06-22,2025-06-22,1.2,28.67,3,53.15
38438,2,VSL-3026,2024-05-12,2024-05-12,3.42,27.52,1,65.38
38439,9,VSL-1125,2025-07-22,2025-07-22,1.28,19.5,1,33.56
38440,4,VSL-7980,2025-05-17,2025-05-17,3.26,34.15,3,82.33
38441,6,VSL-8729,2026-01-29,2026-01-29,0.4,28.29,1,59.49
38442,9,VSL-3896,2024-10-26,2024-10-26,0.35,35.68,1,12.9
38443,12,VSL-2889,2024-04-23,2024-04-23,0.74,28.06,3,41.19
38444,6,VSL-4123,2025-09-05,2025-09-05,0.03,42.08,5,60.32
38445,12,VSL-8854,2026-02-03,2026-02-03,1.01,6.75,2,43.14
38446,8,VSL-3489,2024-02-01,2024-02-01,0.15,39.87,2,61.18
38447,6,VSL-9443,2025-01-11,2025-01-11,3.08,11.57,5,35.33
38448,4,VSL-3785,2024-03-06,2024-03-06,2.52,28.91,2,35.89
38449,3,VSL-4400,2026-01-26,2026-01-26,2.84,17.29,2,32.87
38450,10,VSL-1634,2025-05-30,2025-05-30,0.15,12.15,2,52.93
38451,9,VSL-2164,2024-08-25,2024-08-25,5.45,15.77,1,77.78
38452,9,VSL-5620,2024-12-01,2024-12-01,6.17,26.08,5,41.86
38453,12,VSL-2231,2024-12-05,2024-12-05,1.19,46.69,1,70.49
38454,5,VSL-2317,2024-01-14,2024-01-14,0.47,35.88,2,74.64
38455,12,VSL-2954,2024-06-03,2024-06-03,0.26,42.52,5,27.12
38456,4,VSL-8450,2025-01-13,2025-01-13,0.09,38.37,5,46.23
38457,5,VSL-2808,2024-05-25,2024-05-25,0.58,31.1,3,38.08
38458,8,VSL-2923,2025-04-25,2025-04-25,3.85,36.93,3,46.48
38459,10,VSL-5582,2025-05-26,2025-05-26,6.35,41.83,1,27.96
38460,5,VSL-5385,2024-04-18,2024-04-18,1.08,21.73,2,65.96
38461,5,VSL-8738,2025-08-01,2025-08-01,2.87,18.23,3,65.27
38462,3,VSL-8665,2025-02-24,2025-02-24,0.91,41.51,3,35.94
38463,7,VSL-9655,2025-10-17,2025-10-17,0.29,6.93,2,54.03
38464,1,VSL-8452,2025-01-08,2025-01-08,6.12,15.09,1,46.83
38465,3,VSL-1090,2025-04-09,2025-04-09,0.32,30.71,2,67.07
38466,7,VSL-3521,2026-02-26,2026-02-26,4.49,22.59,5,62.2
38467,4,VSL-7314,2026-01-17,2026-01-17,2.33,32.38,5,31.11
38468,11,VSL-9236,2026-02-06,2026-02-06,1.06,9.7,5,39.99
38469,2,VSL-2579,2024-12-12,2024-12-12,5.25,47.1,1,24.15
38470,6,VSL-4845,2026-02-15,2026-02-15,1.58,11.07,2,36.22
38471,1,VSL-9468,2025-10-18,2025-10-18,2.47,8.75,4,98.27
38472,11,VSL-8968,2024-06-13,2024-06-13,1.79,26.51,1,102.98
38473,12,VSL-1807,2024-12-06,2024-12-06,0.11,12.46,4,49.73
38474,1,VSL-4582,2025-03-20,2025-03-20,0.3,35.84,4,40.63
38475,8,VSL-8039,2024-11-30,2024-11-30,2.88,10.16,4,74.96
38476,4,VSL-6050,2024-04-04,2024-04-04,0.86,11.42,4,55.92
38477,8,VSL-7034,2025-01-05,2025-01-05,4.97,8.49,4,78.25
38478,3,VSL-6889,2024-06-21,2024-06-21,1.03,16.11,3,77.71
38479,6,VSL-8767,2024-08-15,2024-08-15,5.51,42.82,4,52.16
38480,7,VSL-1967,2024-09-09,2024-09-09,0.88,24.26,1,112.51
38481,1,VSL-1912,2024-11-01,2024-11-01,0.19,22.7,3,46.93
38482,6,VSL-4934,2025-05-24,2025-05-24,1.61,21.59,3,63.13
38483,10,VSL-3182,2024-02-16,2024-02-16,0.18,14.96,4,53.23
38484,9,VSL-3754,2025-03-13,2025-03-13,0.62,38.35,5,3.51
38485,12,VSL-5523,2026-03-05,2026-03-05,0.45,35.02,5,54.28
38486,4,VSL-4182,2024-06-24,2024-06-24,0.75,10.66,4,49.72
38487,10,VSL-9277,2025-04-20,2025-04-20,1.39,40.66,1,49.35
38488,4,VSL-5404,2024-12-13,2024-12-13,0.72,30.68,4,59.78
38489,3,VSL-5771,2025-09-29,2025-09-29,3.51,17.22,2,23.18
38490,6,VSL-6185,2026-01-27,2026-01-27,0.19,15.44,1,62.35
38491,5,VSL-4454,2024-09-14,2024-09-14,3.91,19.79,2,38.49
38492,5,VSL-6160,2025-06-17,2025-06-17,0.39,27.18,5,17.14
38493,4,VSL-6969,2024-05-13,2024-05-13,1.92,25.42,4,15.3
38494,4,VSL-4865,2025-06-23,2025-06-23,0.78,26.67,2,20.54
38495,7,VSL-4451,2024-05-12,2024-05-12,4.67,33.19,4,38.03
38496,9,VSL-3263,2024-05-22,2024-05-22,1.13,40.22,5,62.6
38497,4,VSL-5174,2025-08-26,2025-08-26,0.0,14.25,4,62.56
38498,9,VSL-2586,2024-12-07,2024-12-07,1.54,33.54,1,40.05
38499,4,VSL-4528,2025-06-28,2025-06-28,1.36,33.32,3,50.64
38500,9,VSL-4134,2024-10-06,2024-10-06,1.89,29.71,2,81.43
38501,4,VSL-9977,2025-12-02,2025-12-02,0.31,24.57,5,23.86
38502,4,VSL-4183,2024-06-11,2024-06-11,1.16,15.61,3,33.74
38503,3,VSL-2162,2024-02-27,2024-02-27,4.5,42.94,2,36.99
38504,6,VSL-8223,2024-10-13,2024-10-13,0.72,15.15,2,53.86
38505,11,VSL-2251,2024-05-20,2024-05-20,1.0,7.45,4,43.9
38506,11,VSL-8052,2025-10-13,2025-10-13,4.55,14.04,4,77.84
38507,4,VSL-7277,2024-03-14,2024-03-14,0.51,24.86,5,61.99
38508,2,VSL-4292,2024-02-25,2024-02-25,1.72,24.44,5,30.28
38509,6,VSL-7586,2025-10-28,2025-10-28,1.4,42.71,3,39.23
38510,4,VSL-1347,2024-06-09,2024-06-09,3.39,6.47,5,41.84
38511,1,VSL-9854,2025-08-10,2025-08-10,1.32,36.95,2,19.55
38512,11,VSL-5721,2025-02-08,2025-02-08,2.39,21.01,1,58.72
38513,10,VSL-5020,2024-07-11,2024-07-11,2.3,32.6,1,1.95
38514,2,VSL-3493,2025-05-01,2025-05-01,0.6,14.82,4,66.79
38515,9,VSL-3491,2025-06-07,2025-06-07,0.15,24.31,3,32.54
38516,8,VSL-6477,2026-01-06,2026-01-06,1.46,7.65,2,58.72
38517,3,VSL-1418,2025-05-02,2025-05-02,1.03,9.83,1,52.04
38518,1,VSL-2194,2025-05-13,2025-05-13,0.16,18.06,4,80.52
38519,1,VSL-9389,2026-01-11,2026-01-11,1.47,31.66,5,27.18
38520,11,VSL-8497,2025-06-14,2025-06-14,1.66,46.47,4,87.35
38521,9,VSL-6975,2025-10-27,2025-10-27,0.51,24.71,4,28.62
38522,11,VSL-7947,2026-04-01,2026-04-01,1.39,14.7,2,32.09
38523,4,VSL-6568,2026-01-14,2026-01-14,0.57,33.28,5,56.11
38524,12,VSL-7504,2025-08-08,2025-08-08,3.91,23.29,5,39.5
38525,1,VSL-2136,2025-06-03,2025-06-03,1.78,47.29,4,53.35
38526,8,VSL-7465,2024-07-19,2024-07-19,3.0,10.69,1,50.96
38527,3,VSL-7260,2025-01-26,2025-01-26,15.08,35.21,3,60.41
38528,6,VSL-1849,2026-03-06,2026-03-06,0.35,15.77,5,32.26
38529,7,VSL-5397,2025-09-11,2025-09-11,2.24,41.28,2,37.45
38530,1,VSL-3021,2024-06-11,2024-06-11,1.47,29.97,2,25.51
38531,2,VSL-4586,2025-07-24,2025-07-24,0.44,31.75,5,37.56
38532,8,VSL-9212,2025-04-30,2025-04-30,1.74,24.39,5,36.42
38533,6,VSL-8789,2024-07-25,2024-07-25,0.11,33.79,2,61.94
38534,1,VSL-8269,2024-03-26,2024-03-26,1.46,26.41,4,44.1
38535,12,VSL-3323,2025-11-05,2025-11-05,6.68,30.24,4,62.93
38536,1,VSL-6760,2026-03-01,2026-03-01,5.36,34.85,5,40.01
38537,12,VSL-4381,2024-09-19,2024-09-19,0.43,29.38,2,52.6
38538,3,VSL-6275,2025-12-30,2025-12-30,2.75,37.36,4,75.21
38539,6,VSL-6106,2024-07-07,2024-07-07,0.24,10.34,2,72.88
38540,10,VSL-5102,2026-02-15,2026-02-15,0.05,33.27,4,62.65
38541,6,VSL-7440,2025-11-03,2025-11-03,1.01,39.42,3,56.98
38542,1,VSL-4606,2025-08-22,2025-08-22,4.14,38.34,3,45.04
38543,4,VSL-8039,2024-05-05,2024-05-05,1.4,27.11,5,46.09
38544,3,VSL-5451,2025-08-26,2025-08-26,0.31,32.1,4,56.24
38545,10,VSL-2717,2025-03-11,2025-03-11,0.84,9.27,4,54.78
38546,9,VSL-3995,2025-11-07,2025-11-07,2.19,33.11,3,42.4
38547,4,VSL-3303,2025-06-16,2025-06-16,0.07,47.21,3,40.98
38548,5,VSL-8915,2026-01-05,2026-01-05,0.14,13.69,4,58.07
38549,6,VSL-4518,2025-08-10,2025-08-10,2.45,38.07,2,62.4
38550,10,VSL-8338,2025-08-14,2025-08-14,0.77,32.54,2,50.59
38551,7,VSL-3719,2026-03-25,2026-03-25,0.81,19.86,3,76.83
38552,11,VSL-1932,2025-05-16,2025-05-16,5.27,36.03,1,58.01
38553,11,VSL-3223,2024-02-11,2024-02-11,1.46,15.53,4,44.28
38554,7,VSL-9050,2025-12-12,2025-12-12,0.74,44.42,2,58.77
38555,12,VSL-1558,2024-03-25,2024-03-25,1.61,28.91,4,1.0
