shipment_id,vessel_id,origin_port_id,destination_port_id,corridor_id,cargo_type_id,shipment_date,arrival_date,cargo_weight_tons,distance_km,revenue_eur,fuel_consumption_l,delay_hours,on_time_flag
39992,VSL-2983,12,3,5,5,2024-10-15,2024-10-19,35.54,665.13,1910.03,32.48,0.0,1
39993,VSL-2674,9,5,5,2,2024-12-27,2024-12-28,86.65,1269.17,4586.33,200.15,0.0,1
39994,VSL-9267,5,8,5,4,2024-09-17,2024-09-19,76.25,1096.93,4031.89,97.45,2.52,0
39995,VSL-3088,9,8,1,4,2024-07-26,2024-07-27,49.61,786.03,2637.71,66.14,0.0,1
39996,VSL-8032,9,4,1,1,2024-12-02,2024-12-10,58.47,830.88,3089.68,84.85,0.0,1
39997,VSL-3384,2,5,4,3,2025-11-07,2025-11-08,55.71,565.43,2898.59,42.04,0.0,1
39998,VSL-7664,11,10,5,3,2024-04-16,2024-04-21,33.67,399.12,1763.32,22.44,0.0,1
39999,VSL-5039,3,2,4,5,2025-03-15,2025-03-18,62.96,1085.42,3365.08,109.39,6.86,0
40000,VSL-5966,6,7,1,4,2024-03-25,2024-03-26,79.02,823.28,4115.66,101.62,0.0,1
40001,VSL-6252,4,11,5,4,2025-12-03,2025-12-04,62.92,895.34,3325.07,56.84,0.0,1
40002,VSL-8622,11,8,5,1,2024-08-25,2024-08-26,62.01,783.35,3257.17,86.36,0.0,1
40003,VSL-5599,7,1,1,1,2025-10-14,2025-10-15,37.66,717.79,2026.56,29.43,0.0,1
40004,VSL-6028,11,6,5,2,2024-03-31,2024-04-01,54.95,1094.75,2966.45,95.63,1.1,0
40005,VSL-6786,6,9,1,4,2026-03-02,2026-03-04,39.31,411.12,2047.72,24.66,0.0,1
40006,VSL-4941,7,6,1,4,2024-08-12,2024-08-13,39.98,671.92,2133.38,29.47,0.0,1
40007,VSL-4985,11,2,4,5,2026-03-06,2026-03-10,54.06,768.24,2856.65,47.44,0.0,1
40008,VSL-6840,4,11,5,3,2024-01-06,2024-01-07,28.49,392.66,1503.03,17.96,1.01,0
40009,VSL-3731,9,5,5,5,2025-12-14,2025-12-15,41.2,531.66,2166.33,22.17,5.86,0
40010,VSL-3575,7,1,1,2,2024-05-24,2024-05-25,18.04,323.19,966.64,10.9,0.0,1
40011,VSL-3759,2,1,3,3,2024-11-10,2024-11-11,75.24,1002.96,3962.59,121.03,0.0,1
40012,VSL-3735,12,8,5,3,2024-05-25,2024-05-26,55.82,806.53,2952.31,48.3,0.0,1
40013,VSL-6536,7,9,1,2,2024-12-04,2024-12-10,24.82,376.24,1316.25,12.81,0.0,1
40014,VSL-5407,4,2,4,3,2024-03-02,2024-03-04,84.54,1191.04,4465.21,158.32,0.0,1
40015,VSL-2073,6,8,1,1,2025-10-28,2025-10-29,58.06,1099.6,3122.92,117.32,0.0,1
40016,VSL-1207,9,8,1,4,2024-07-14,2024-07-17,11.59,148.69,609.24,2.95,1.22,0
40017,VSL-2964,9,8,1,5,2025-07-18,2025-08-01,55.74,984.61,2983.92,60.28,0.0,1
40018,VSL-1667,5,6,5,4,2025-10-28,2025-11-07,73.92,1238.78,3943.76,110.02,0.0,1
40019,VSL-1495,1,3,3,2,2024-09-16,2024-09-18,40.88,409.03,2125.81,20.56,0.0,1
40020,VSL-2583,5,10,5,5,2024-05-02,2024-05-03,22.71,306.72,1196.84,8.09,0.0,1
40021,VSL-7300,10,2,4,4,2025-01-04,2025-01-07,64.97,660.97,3380.69,80.81,0.0,1
40022,VSL-2614,7,2,4,3,2025-12-10,2025-12-12,71.67,977.83,3779.07,104.84,0.0,1
40023,VSL-4803,7,11,5,1,2025-06-10,2025-06-11,55.09,1094.48,2973.4,119.73,0.0,1
40024,VSL-6385,11,12,2,1,2024-12-07,2024-12-11,30.6,482.13,1626.43,23.21,0.0,1
40025,VSL-8916,7,9,1,5,2025-07-03,2025-07-12,15.2,217.27,803.45,5.38,0.0,1
40026,VSL-9181,8,6,1,5,2024-10-12,2024-10-17,48.58,848.73,2598.75,57.8,0.0,1
40027,VSL-5360,6,5,5,5,2025-02-27,2025-02-28,51.29,787.31,2721.96,50.87,0.0,1
40028,VSL-1041,5,12,2,3,2024-03-23,2024-03-25,28.25,462.58,1505.02,16.4,1.3,0
40029,VSL-1887,9,11,5,5,2024-03-05,2024-03-06,55.13,955.57,2947.61,97.18,0.0,1
40030,VSL-9841,11,2,4,5,2024-07-08,2024-07-10,44.33,768.06,2370.11,52.21,0.0,1
40031,VSL-1588,9,7,1,5,2025-12-25,2025-12-28,44.62,461.2,2323.24,27.4,0.0,1
40032,VSL-1180,3,11,5,3,2025-04-21,2025-04-23,26.95,469.5,1441.4,15.51,6.04,0
40033,VSL-3995,11,9,5,2,2025-07-04,2025-07-14,64.32,991.69,3414.34,97.65,0.0,1
40034,VSL-3177,5,4,5,1,2024-02-02,2024-02-03,41.48,760.41,2226.08,53.22,0.0,1
40035,VSL-8560,6,4,1,3,2024-04-07,2024-04-13,63.18,856.39,3330.28,77.23,2.83,0
40036,VSL-1012,5,4,5,5,2026-03-21,2026-03-22,53.38,917.69,2852.54,67.66,0.0,1
40037,VSL-8823,8,1,1,2,2024-02-12,2024-02-25,66.72,818.66,3499.73,84.0,17.1,0
40038,VSL-8162,2,9,4,1,2024-11-23,2024-11-25,1.0,50.0,60.0,0.06,0.0,1
40039,VSL-6500,5,9,5,3,2024-10-07,2024-10-10,69.92,706.78,3637.36,70.11,0.0,1
40040,VSL-3175,11,10,5,3,2024-04-30,2024-05-04,66.5,1194.68,3563.94,141.45,0.0,1
40041,VSL-1370,12,5,2,2,2025-11-01,2025-11-02,51.53,768.87,2730.27,39.95,0.0,1
40042,VSL-8029,8,12,5,2,2025-09-08,2025-09-10,64.64,812.45,3394.49,89.05,9.02,0
40043,VSL-4236,2,11,4,5,2024-03-15,2024-03-16,23.95,267.3,1250.96,12.46,0.0,1
40044,VSL-1307,9,12,5,2,2025-02-14,2025-02-18,72.2,734.68,3756.94,80.09,0.0,1
40045,VSL-3896,9,12,5,2,2024-11-22,2024-11-23,46.6,865.99,2503.2,47.28,0.0,1
40046,VSL-3704,11,1,3,1,2024-03-01,2024-03-05,37.75,585.36,2004.57,24.19,0.0,1
40047,VSL-3404,10,4,1,2,2025-12-22,2025-12-23,51.82,619.07,2714.81,58.14,0.0,1
40048,VSL-9483,3,4,5,4,2024-09-24,2024-09-26,59.26,1037.46,3170.49,100.56,0.52,0
40049,VSL-2527,9,11,5,3,2024-05-11,2024-05-13,99.82,1847.26,5360.45,211.29,1.06,0
40050,VSL-1794,5,4,5,4,2025-03-09,2025-03-11,84.5,1313.52,4487.7,113.73,0.0,1
40051,VSL-4747,7,6,1,5,2025-03-23,2025-03-24,58.71,1151.63,3165.83,110.14,0.0,1
40052,VSL-6824,2,3,4,5,2026-03-17,2026-03-23,75.37,797.82,3928.06,97.09,0.0,1
40053,VSL-7331,10,8,1,2,2025-06-02,2025-06-03,76.62,1460.07,4123.01,221.23,0.0,1
40054,VSL-1709,4,7,1,4,2025-01-26,2025-01-27,30.02,371.26,1575.25,17.08,0.0,1
40055,VSL-5908,9,10,1,1,2024-06-02,2024-06-03,29.81,443.09,1579.12,21.41,0.0,1
40056,VSL-2463,4,1,1,3,2025-11-18,2025-11-19,48.22,926.24,2596.25,72.91,0.0,1
40057,VSL-3824,6,10,1,2,2024-05-17,2024-05-19,78.78,1446.3,4228.26,155.01,0.0,1
40058,VSL-7509,9,1,1,5,2025-09-09,2025-09-10,84.59,1467.21,4522.94,145.78,0.0,1
40059,VSL-9090,4,3,5,1,2024-02-02,2024-02-03,68.18,825.08,3574.02,60.81,0.0,1
40060,VSL-4493,1,4,1,4,2024-09-23,2024-09-26,52.61,940.77,2818.65,70.62,0.0,1
40061,VSL-7928,11,6,5,2,2024-05-04,2024-05-05,35.54,375.34,1852.07,19.88,0.0,1
40062,VSL-9098,3,2,4,1,2025-11-01,2025-11-06,70.19,854.38,3680.38,93.64,0.0,1
40063,VSL-8413,8,2,4,5,2026-03-13,2026-03-14,36.73,465.8,1929.66,26.05,12.44,0
40064,VSL-7497,2,5,4,5,2024-12-04,2024-12-05,67.87,1279.9,3649.48,129.4,0.0,1
40065,VSL-8215,4,3,5,1,2025-01-10,2025-01-13,44.45,586.65,2339.83,33.53,0.0,1
40066,VSL-4770,4,11,5,2,2025-07-19,2025-07-20,48.95,883.17,2624.13,78.28,1.13,0
40067,VSL-8778,12,1,3,2,2025-03-31,2025-04-02,45.1,658.24,2386.65,48.62,15.3,0
40068,VSL-8024,5,12,2,1,2025-09-09,2025-09-14,47.25,666.53,2495.81,39.47,0.0,1
40069,VSL-8671,2,3,4,4,2025-04-20,2025-04-21,65.88,1303.8,3554.76,101.67,0.0,1
40070,VSL-6347,5,10,5,4,2026-02-26,2026-02-27,22.17,356.9,1179.88,13.39,0.0,1
40071,VSL-3250,4,6,1,4,2025-04-04,2025-04-05,24.53,260.85,1278.67,12.08,0.0,1
40072,VSL-2037,9,2,4,3,2026-01-19,2026-01-22,57.99,864.14,3072.33,86.16,0.0,1
40073,VSL-5354,7,2,4,2,2025-02-28,2025-03-01,35.05,669.1,1886.32,43.24,1.76,0
40074,VSL-7434,3,6,5,1,2025-12-31,2026-01-03,43.19,849.77,2329.45,45.36,0.0,1
40075,VSL-6124,2,12,4,4,2026-03-11,2026-03-15,58.71,817.4,3098.98,94.0,0.44,1
40076,VSL-4472,7,11,5,1,2025-02-04,2025-02-05,37.44,664.55,2004.91,44.25,0.0,1
40077,VSL-3569,6,1,1,2,2025-08-11,2025-08-13,77.98,1386.92,4176.38,119.12,0.0,1
40078,VSL-8683,8,6,1,5,2025-12-27,2025-12-29,48.01,669.57,2534.41,63.4,0.0,1
40079,VSL-4916,6,3,5,2,2025-10-20,2025-10-24,76.33,1200.43,4056.59,126.35,0.0,1
40080,VSL-8343,11,6,5,2,2025-08-16,2025-08-17,70.45,1192.71,3761.04,148.33,0.0,1
40081,VSL-8198,11,3,5,2,2024-06-15,2024-06-20,85.74,860.83,4459.17,107.18,0.0,1
40082,VSL-5847,1,11,3,3,2024-10-22,2024-10-28,40.56,779.17,2183.83,37.06,5.33,0
40083,VSL-2665,9,1,1,5,2024-10-18,2024-10-20,86.84,1656.6,4673.32,214.22,0.0,1
40084,VSL-5665,8,9,1,2,2025-11-30,2025-12-01,55.0,692.58,2888.52,38.48,0.0,1
40085,VSL-6353,5,4,5,3,2024-04-13,2024-04-16,30.72,330.84,1602.17,10.19,0.0,1
40086,VSL-4131,11,10,5,2,2024-01-07,2024-01-14,43.39,496.16,2268.73,35.6,0.0,1
40087,VSL-7745,11,3,5,4,2025-06-30,2025-07-02,90.83,1281.32,4797.76,116.68,0.0,1
40088,VSL-4165,3,5,5,5,2024-09-22,2024-09-24,8.59,157.96,461.09,2.0,1.08,0
40089,VSL-7185,10,9,1,2,2025-05-24,2025-05-26,76.62,1035.17,4038.03,116.72,0.0,1
40090,VSL-9884,4,9,1,2,2024-07-30,2024-08-03,31.71,497.96,1685.09,29.44,0.04,1
40091,VSL-5994,8,1,1,1,2025-07-04,2025-07-07,23.03,388.78,1229.26,14.04,0.0,1
40092,VSL-2070,2,11,4,4,2024-10-15,2024-10-16,29.74,554.85,1597.97,28.46,0.0,1
40093,VSL-6019,3,7,5,2,2025-08-27,2025-08-29,56.91,851.0,3015.7,68.01,0.0,1
40094,VSL-7440,9,4,1,3,2025-08-14,2025-08-15,36.56,457.87,1919.57,20.44,0.0,1
40095,VSL-8901,11,4,5,1,2025-12-19,2025-12-20,104.72,1653.33,5566.67,298.77,0.0,1
40096,VSL-9673,1,9,1,5,2024-09-07,2024-09-08,56.93,580.66,2962.63,49.68,0.0,1
40097,VSL-6699,5,2,4,3,2025-06-20,2025-06-26,70.79,1270.82,3793.66,173.15,0.0,1
40098,VSL-6865,4,12,5,3,2024-04-26,2024-04-27,75.42,850.34,3941.07,123.15,0.0,1
40099,VSL-1763,9,6,1,3,2025-11-28,2025-11-30,58.67,858.56,3105.21,83.46,0.0,1
40100,VSL-8641,9,7,1,2,2025-03-12,2025-03-13,68.06,1035.23,3610.05,82.48,0.0,1
40101,VSL-8571,1,3,3,1,2025-02-19,2025-02-24,64.24,1265.5,3465.1,111.01,0.0,1
40102,VSL-9834,7,6,1,5,2025-06-12,2025-06-14,45.53,744.86,2425.47,40.81,0.0,1
40103,VSL-3342,12,9,5,3,2025-09-17,2025-09-21,19.53,354.71,1047.44,11.88,0.0,1
40104,VSL-4885,1,10,1,5,2024-08-07,2024-08-10,66.35,980.84,3513.67,106.32,0.05,1
40105,VSL-6685,6,12,5,2,2024-02-05,2024-02-10,12.53,204.68,667.44,2.75,0.0,1
40106,VSL-7119,12,6,5,5,2024-04-01,2024-04-02,48.46,904.3,2603.86,62.03,0.0,1
40107,VSL-5919,6,12,5,5,2025-06-18,2025-06-22,58.91,1139.99,3173.5,130.25,0.0,1
40108,VSL-7858,9,8,1,2,2025-11-26,2025-11-27,58.07,862.83,3076.07,99.56,0.0,1
40109,VSL-9341,10,7,1,5,2025-07-18,2025-07-23,48.54,586.29,2544.26,34.04,0.0,1
40110,VSL-4124,2,11,4,5,2024-01-26,2024-01-27,37.31,521.03,1969.71,37.67,0.0,1
40111,VSL-7526,12,5,2,3,2024-09-07,2024-09-14,29.61,319.55,1544.41,10.47,0.0,1
40112,VSL-1667,11,5,2,5,2024-12-13,2024-12-14,99.58,1338.49,5246.7,229.67,0.0,1
40113,VSL-9595,12,7,5,5,2026-02-05,2026-02-06,102.01,1833.5,5467.2,357.4,8.49,0
40114,VSL-6898,3,9,5,4,2025-08-08,2025-08-09,29.34,436.6,1554.32,22.66,8.16,0
40115,VSL-6512,5,7,5,5,2025-12-21,2025-12-26,79.91,808.89,4157.28,129.15,0.0,1
40116,VSL-2308,6,1,1,2,2025-07-14,2025-07-21,30.84,435.23,1629.05,17.05,0.0,1
40117,VSL-2039,1,10,1,3,2024-07-17,2024-07-18,53.5,581.67,2791.33,42.62,0.0,1
40118,VSL-7098,12,6,5,4,2025-01-30,2025-02-01,48.93,716.14,2589.73,51.73,0.0,1
40119,VSL-9232,1,7,1,4,2024-08-27,2024-08-28,61.21,1024.2,3265.34,115.48,0.0,1
40120,VSL-7321,2,6,4,1,2024-09-05,2024-09-06,61.7,963.87,3277.77,75.48,10.41,0
40121,VSL-2489,4,12,5,3,2026-01-09,2026-01-10,25.85,297.08,1351.92,9.51,0.0,1
40122,VSL-1823,2,5,4,1,2026-03-17,2026-03-18,37.97,634.55,2025.41,39.97,0.0,1
40123,VSL-4754,9,4,1,5,2025-01-31,2025-02-01,75.57,805.06,3939.51,74.86,0.0,1
40124,VSL-5304,12,2,4,4,2024-04-09,2024-04-10,28.49,372.14,1498.93,19.65,0.0,1
40125,VSL-5037,4,9,1,4,2025-07-21,2025-07-25,27.25,326.2,1427.74,15.64,0.0,1
40126,VSL-7426,2,6,4,3,2024-05-19,2024-05-23,48.68,914.92,2616.98,83.76,0.0,1
40127,VSL-7447,4,10,1,5,2025-09-03,2025-09-04,22.17,435.78,1195.66,10.72,0.0,1
40128,VSL-9283,5,3,5,4,2024-04-28,2024-04-29,48.3,631.46,2541.29,55.4,0.0,1
40129,VSL-1695,2,8,4,4,2025-09-19,2025-09-20,35.21,683.06,1897.11,33.75,0.0,1
40130,VSL-5978,5,7,5,4,2024-05-07,2024-05-11,32.77,483.76,1735.25,17.94,0.0,1
40131,VSL-2415,9,6,1,3,2025-06-23,2025-06-25,55.88,923.48,2978.7,92.17,0.0,1
40132,VSL-1326,2,9,4,1,2026-03-09,2026-03-14,29.76,510.03,1590.01,28.65,3.01,0
40133,VSL-1837,1,9,1,5,2025-01-16,2025-01-18,6.67,109.56,355.41,1.41,0.0,1
40134,VSL-9023,2,12,4,5,2025-12-18,2025-12-19,59.74,893.27,3165.65,105.65,1.03,0
40135,VSL-9999,12,3,5,4,2025-12-30,2026-01-07,22.9,314.91,1207.98,10.31,0.0,1
40136,VSL-9127,1,8,1,1,2025-07-01,2025-07-03,30.58,549.29,1638.86,21.06,0.0,1
40137,VSL-3260,6,3,5,1,2026-02-28,2026-03-07,29.79,466.29,1582.76,18.87,0.0,1
40138,VSL-7162,3,5,5,5,2024-10-05,2024-10-11,35.58,374.07,1853.81,19.58,0.0,1
40139,VSL-5414,3,2,4,3,2024-08-14,2024-08-18,60.11,1108.01,3227.1,113.65,2.77,0
40140,VSL-1848,10,12,5,4,2025-01-25,2025-01-28,85.8,1638.6,4617.72,216.76,0.0,1
40141,VSL-9037,4,12,5,4,2025-12-31,2026-01-01,43.39,542.93,2278.09,46.5,0.0,1
40142,VSL-6391,3,8,5,5,2026-01-28,2026-02-01,75.1,1082.33,3971.47,161.48,0.0,1
40143,VSL-7620,11,9,5,5,2025-10-20,2025-10-25,54.44,1079.35,2937.87,94.67,0.0,1
40144,VSL-7484,8,11,5,4,2024-08-31,2024-09-01,39.25,643.4,2091.18,41.62,0.0,1
40145,VSL-1316,1,8,1,1,2025-05-09,2025-05-10,37.49,658.87,2006.27,37.82,0.0,1
40146,VSL-5512,5,12,2,1,2025-12-05,2025-12-08,68.24,1164.68,3644.94,83.2,0.0,1
40147,VSL-9243,10,9,1,1,2024-09-14,2024-09-15,29.48,520.96,1578.19,20.19,0.0,1
40148,VSL-8659,7,6,1,4,2024-01-24,2024-01-29,46.71,921.2,2519.74,83.89,0.0,1
40149,VSL-9453,11,5,2,2,2025-03-21,2025-03-24,42.67,821.94,2297.89,52.92,0.0,1
40150,VSL-2939,1,8,1,1,2024-03-24,2024-03-25,59.62,1179.81,3216.96,111.09,0.0,1
40151,VSL-5940,4,11,5,2,2024-02-23,2024-02-28,29.23,353.51,1532.2,19.62,0.0,1
40152,VSL-9836,3,5,5,1,2025-03-11,2025-03-12,58.8,1043.82,3148.76,76.55,0.0,1
40153,VSL-7663,2,4,4,2,2024-06-10,2024-06-12,52.3,558.86,2726.77,51.82,0.0,1
40154,VSL-8747,6,5,5,1,2024-01-25,2024-01-26,61.42,862.08,3243.42,82.47,0.0,1
40155,VSL-4346,1,8,1,5,2025-03-21,2025-03-22,30.52,507.71,1627.54,20.5,1.17,0
40156,VSL-1045,6,1,1,5,2025-06-14,2025-06-15,32.03,505.43,1702.59,21.86,7.08,0
40157,VSL-3886,8,3,5,4,2025-02-03,2025-02-04,56.66,1041.65,3041.33,86.83,0.0,1
40158,VSL-3997,6,8,1,3,2024-05-25,2024-06-02,28.0,318.95,1463.79,14.7,0.0,1
40159,VSL-2267,4,11,5,1,2025-02-12,2025-02-15,42.83,486.58,2238.82,41.54,0.0,1
40160,VSL-4567,4,12,5,2,2024-01-27,2024-02-01,24.25,273.92,1267.28,7.25,0.0,1
40161,VSL-7970,7,9,1,5,2025-08-28,2025-08-29,28.23,286.3,1468.76,15.87,0.0,1
40162,VSL-3841,6,9,1,1,2024-03-09,2024-03-10,18.28,266.78,967.36,9.65,0.0,1
40163,VSL-6346,1,2,3,2,2025-12-11,2025-12-13,24.92,408.89,1327.78,17.84,0.0,1
40164,VSL-5069,8,9,1,5,2024-09-06,2024-09-07,49.53,704.55,2617.41,68.6,0.0,1
40165,VSL-4173,6,11,5,4,2024-02-18,2024-02-19,52.3,664.09,2747.82,62.58,10.05,0
40166,VSL-7520,10,12,5,1,2025-04-20,2025-04-23,54.06,980.88,2899.18,90.5,0.0,1
40167,VSL-3950,3,6,5,1,2025-05-24,2025-05-25,80.4,1406.1,4301.22,170.19,0.0,1
40168,VSL-3828,4,12,5,1,2024-04-26,2024-04-28,47.16,507.8,2459.56,32.52,7.11,0
40169,VSL-7263,7,5,5,2,2024-05-04,2024-05-13,62.35,660.19,3249.54,80.45,0.0,1
40170,VSL-9714,8,12,5,2,2024-08-03,2024-08-07,32.72,560.24,1748.05,34.98,0.0,1
40171,VSL-7111,3,4,5,4,2024-11-12,2024-11-17,25.26,493.69,1361.74,23.25,0.0,1
40172,VSL-6434,7,4,1,1,2025-12-07,2025-12-11,45.34,861.44,2439.29,74.65,0.0,1
40173,VSL-5348,10,9,1,5,2024-09-17,2024-09-20,37.07,501.14,1953.73,27.17,0.0,1
40174,VSL-3605,1,10,1,5,2025-06-21,2025-06-22,20.85,355.89,1113.68,10.01,0.0,1
40175,VSL-1591,12,5,2,5,2026-02-21,2026-02-28,54.79,962.38,2931.98,63.7,0.26,1
40176,VSL-1833,10,4,1,3,2025-07-02,2025-07-05,53.81,680.12,2826.52,66.16,0.0,1
40177,VSL-1819,4,9,1,2,2026-01-04,2026-01-05,59.34,777.86,3122.57,57.93,0.0,1
40178,VSL-5901,1,12,3,5,2024-05-11,2024-05-15,55.93,763.69,2949.24,63.83,0.0,1
40179,VSL-1054,12,4,5,2,2024-01-03,2024-01-10,83.07,1192.27,4391.95,180.93,0.0,1
40180,VSL-2949,7,8,1,4,2024-03-22,2024-03-23,23.03,322.86,1216.07,9.32,8.86,0
40181,VSL-6687,4,11,5,4,2025-11-12,2025-11-14,67.76,1251.7,3638.34,92.93,0.0,1
40182,VSL-7143,3,9,5,5,2024-08-07,2024-08-12,78.47,1115.8,4146.66,102.39,3.76,0
40183,VSL-3001,11,10,5,3,2024-08-09,2024-08-10,51.57,1023.83,2783.27,96.19,0.0,1
40184,VSL-4538,11,10,5,3,2024-12-10,2024-12-14,62.56,863.78,3300.76,96.92,0.0,1
40185,VSL-8900,8,9,1,3,2024-04-03,2024-04-06,61.94,1113.77,3319.75,73.76,0.0,1
40186,VSL-3303,4,11,5,1,2024-09-08,2024-09-11,48.19,673.92,2544.28,42.02,1.32,0
40187,VSL-1880,3,9,5,3,2026-02-22,2026-03-10,50.38,857.39,2690.48,76.66,0.0,1
40188,VSL-1302,5,8,5,5,2026-03-07,2026-03-08,51.57,823.68,2743.24,47.21,0.0,1
40189,VSL-2373,1,2,3,1,2025-05-04,2025-05-15,55.41,823.86,2935.27,49.36,0.0,1
40190,VSL-4215,4,10,1,5,2024-02-28,2024-03-04,34.34,459.9,1808.98,30.84,0.0,1
40191,VSL-9110,9,3,5,5,2024-09-10,2024-09-15,49.8,586.91,2607.38,37.54,0.0,1
40192,VSL-1315,7,3,5,3,2024-11-10,2024-11-11,48.67,533.61,2540.22,51.08,0.0,1
40193,VSL-4111,4,12,5,5,2025-10-27,2025-10-28,64.53,1191.35,3464.77,122.29,0.0,1
40194,VSL-3248,6,1,1,1,2024-03-02,2024-03-03,55.81,1104.58,3011.42,109.75,0.0,1
40195,VSL-7556,5,4,5,2,2024-10-19,2024-10-24,72.56,879.34,3803.87,97.02,0.0,1
40196,VSL-1757,6,8,1,5,2025-05-11,2025-05-12,67.83,989.63,3589.43,111.5,0.0,1
40197,VSL-2850,1,10,1,2,2024-02-16,2024-02-17,61.89,1052.87,3305.07,123.17,0.0,1
40198,VSL-4996,7,8,1,1,2025-08-25,2025-08-29,18.28,302.23,974.45,10.49,0.0,1
40199,VSL-8379,8,2,4,3,2024-01-31,2024-02-01,47.0,598.0,2469.6,51.16,0.0,1
40200,VSL-8654,8,6,1,3,2025-05-30,2025-05-31,28.58,311.53,1491.31,15.57,0.0,1
40201,VSL-2637,7,4,1,3,2025-11-08,2025-11-10,55.22,1062.46,2973.49,113.24,0.0,1
40202,VSL-5965,6,1,1,3,2025-07-30,2025-07-31,42.17,765.78,2261.66,58.26,0.0,1
40203,VSL-6434,8,5,5,5,2025-12-13,2025-12-14,65.48,819.3,3437.86,92.59,0.0,1
40204,VSL-7291,10,5,5,5,2025-07-08,2025-07-09,47.08,819.63,2517.93,51.99,0.37,1
40205,VSL-4119,6,9,1,3,2025-06-22,2025-06-24,32.02,623.79,1725.76,35.47,0.0,1
40206,VSL-9515,3,9,5,1,2024-12-14,2024-12-16,74.87,986.52,3940.8,136.23,0.0,1
40207,VSL-4354,5,7,5,3,2025-03-09,2025-03-10,25.97,443.1,1387.12,14.97,0.0,1
40208,VSL-3910,9,8,1,2,2024-07-04,2024-07-05,44.63,468.57,2325.21,27.87,5.12,0
40209,VSL-7214,9,8,1,4,2024-03-21,2024-03-25,34.89,567.81,1858.06,37.97,0.0,1
40210,VSL-1234,2,6,4,2,2025-01-28,2025-02-03,40.71,741.99,2183.9,56.34,5.24,0
40211,VSL-6331,3,1,3,2,2026-03-28,2026-03-31,57.85,834.07,3059.31,62.16,0.0,1
40212,VSL-9659,2,3,4,1,2024-06-03,2024-06-06,14.74,193.32,775.66,4.37,0.0,1
40213,VSL-1121,9,4,1,1,2025-11-21,2025-11-22,28.01,425.63,1485.63,20.28,0.0,1
40214,VSL-7030,5,9,5,3,2024-03-01,2024-03-02,28.03,495.48,1500.6,15.47,6.33,0
40215,VSL-6875,8,12,5,4,2024-05-13,2024-05-15,52.09,835.04,2771.51,70.0,0.0,1
40216,VSL-4917,6,1,1,3,2024-01-23,2024-02-01,86.56,1401.95,4608.39,202.54,0.0,1
40217,VSL-9844,9,1,1,3,2025-01-22,2025-01-24,18.35,303.16,978.13,7.96,0.0,1
40218,VSL-6445,9,1,1,1,2026-03-03,2026-03-04,66.24,1035.18,3519.04,81.56,0.0,1
40219,VSL-4698,12,6,5,2,2024-05-20,2024-05-25,37.26,448.65,1952.73,19.0,0.0,1
40220,VSL-6529,7,1,1,3,2025-03-28,2025-03-30,66.61,1167.65,3564.03,127.06,0.0,1
40221,VSL-7777,4,3,5,2,2024-03-02,2024-03-07,58.66,872.9,3107.58,71.38,0.0,1
40222,VSL-3118,5,6,5,5,2026-01-24,2026-01-27,52.37,546.46,2727.79,48.92,0.0,1
40223,VSL-7517,7,8,1,3,2026-01-17,2026-01-19,50.23,610.22,2633.54,31.89,0.0,1
40224,VSL-1079,9,10,1,4,2024-11-11,2024-11-21,53.3,953.37,2855.67,52.62,0.0,1
40225,VSL-8910,8,9,1,2,2025-02-27,2025-02-28,14.43,185.3,758.56,2.98,0.0,1
40226,VSL-1988,2,6,4,4,2024-03-03,2024-03-04,58.44,830.33,3088.07,90.43,0.0,1
40227,VSL-9800,9,7,1,5,2024-04-06,2024-04-07,59.55,1045.36,3186.57,112.56,0.0,1
40228,VSL-5565,5,9,5,3,2024-01-30,2024-02-02,17.68,279.52,939.9,8.91,0.0,1
40229,VSL-5115,4,7,1,1,2025-06-07,2025-06-14,64.06,841.82,3371.36,77.33,0.0,1
40230,VSL-5802,5,10,5,2,2026-01-08,2026-01-09,37.23,633.55,1988.21,44.73,0.0,1
40231,VSL-5574,10,6,1,5,2025-02-15,2025-02-21,72.25,806.41,3773.78,63.6,0.0,1
40232,VSL-3810,11,1,3,4,2025-11-18,2025-11-19,56.1,658.97,2936.79,59.58,0.0,1
40233,VSL-7924,11,10,5,1,2024-03-14,2024-03-15,39.17,632.07,2084.91,29.6,0.0,1
40234,VSL-7285,11,8,5,5,2024-05-11,2024-05-12,67.41,1150.98,3600.7,143.63,3.78,0
40235,VSL-1050,3,10,5,4,2025-03-24,2025-03-27,51.88,717.06,2737.41,38.22,0.0,1
40236,VSL-1363,3,7,5,1,2024-07-13,2024-07-15,38.51,559.63,2037.43,32.02,0.0,1
40237,VSL-4734,6,5,5,2,2025-02-27,2025-03-04,46.58,905.13,2510.03,60.29,3.21,0
40238,VSL-6097,11,6,5,3,2024-04-04,2024-04-09,26.25,307.75,1374.05,13.31,0.0,1
40239,VSL-5718,8,9,1,5,2026-02-11,2026-02-12,53.62,613.68,2803.74,41.29,0.0,1
40240,VSL-8896,1,11,3,1,2024-08-03,2024-08-06,35.02,584.75,1867.95,38.71,0.0,1
40241,VSL-8119,5,9,5,2,2025-10-25,2025-10-27,20.22,393.15,1089.63,8.3,0.0,1
40242,VSL-2286,6,5,5,2,2024-07-24,2024-07-26,48.95,798.76,2607.25,41.86,0.0,1
40243,VSL-5034,3,1,3,3,2026-01-18,2026-01-19,40.88,710.81,2186.16,51.58,0.0,1
